SequenceName,ClusterNumber,type,date
21-00372,103,B3,2021-09-24
21-00373,103,B3,2021-09-26
23-00291,103,B3,2023-05-02
22-00073,103,B3,2022-02-17
24-00795,103,B3,2024-06-11
23-00184,103,B3,2023-03-20
18-00040,103,B3,2018-01-10
11-00756,103,B3,2011-08-02
11-00742,103,B3,2011-07-21
11-00718,103,B3,2011-07-07
10-00178,-1,D4,2010-04-29
07-00568,-1,D5,2007-08-02
24-01122,104,D8,2024-08-26
24-01121,104,D8,2024-08-26
24-00930,105,D8,2024-07-11
24-00928,105,D8,2024-07-11
24-00929,105,D8,2024-07-11
24-00812,105,D8,2024-06-14
24-00807,105,D8,2024-06-13
24-00760,105,D8,2024-06-11
24-00786,105,D8,2024-06-05
24-00735,105,D8,2024-06-03
24-00731,105,D8,2024-05-31
24-00722,105,D8,2024-05-22
24-00656,105,D8,2024-05-15
24-00642,105,D8,2024-04-29
24-00643,105,D8,2024-04-29
24-00525,105,D8,2024-04-22
24-00528,105,D8,2024-04-19
24-00516,105,D8,2024-04-18
24-00530,105,D8,2024-04-18
24-00540,105,D8,2024-04-15
24-00473,105,D8,2024-04-12
24-00472,105,D8,2024-04-09
24-00443,105,D8,2024-04-09
24-00387,105,D8,2024-03-20
24-00412,105,D8,2024-03-16
24-00208,105,D8,2024-02-19
24-00167,105,D8,2024-02-13
24-00173,105,D8,2024-02-12
24-00176,105,D8,2024-02-12
24-00275,105,D8,2024-02-07
24-00574,105,D8,2024-01-31
24-00122,105,D8,2024-01-30
24-00113,105,D8,2024-01-30
24-00131,105,D8,2024-01-29
24-00276,105,D8,2024-01-29
24-00185,105,D8,2024-01-26
24-00095,105,D8,2024-01-25
24-00067,105,D8,2024-01-12
24-00037,105,D8,2024-01-09
23-00773,105,D8,2023-10-25
23-00770,105,D8,2023-10-24
23-00738,105,D8,2023-10-19
23-00735,105,D8,2023-10-18
23-00731,105,D8,2023-10-16
23-00650,105,D8,2023-09-13
23-00304,105,D8,2023-05-16
23-00310,105,D8,2023-05-15
23-00325,105,D8,2023-05-13
23-00179,105,D8,2023-03-13
22-00571,105,D8,2022-12-08
24-00140,105,D8,2024-02-05
24-00575,105,D8,2024-04-04
24-00479,105,D8,2024-04-16
23-00690,105,D8,2023-09-23
23-00689,105,D8,2023-09-23
23-00695,105,D8,2023-09-27
23-00826,105,D8,2023-11-21
23-00830,105,D8,2023-11-23
23-00827,105,D8,2023-11-21
16-00413,106,D8,2016-06-17
16-00375,106,D8,2016-06-15
16-00391,106,D8,2016-06-14
16-00390,106,D8,2016-06-13
16-00349,106,D8,2016-06-03
16-00311,106,D8,2016-06-02
16-00313,106,D8,2016-06-02
16-00354,106,D8,2016-06-02
16-00292,106,D8,2016-06-02
16-00305,106,D8,2016-06-02
16-00309,106,D8,2016-05-31
16-00276,106,D8,2016-05-23
16-00277,106,D8,2016-05-22
16-00278,106,D8,2016-05-22
16-00270,106,D8,2016-05-17
10-00142,-1,D4,2010-04-30
07-00639,-1,D5,2007-09-20
16-00646,-1,D8,2016-10-09
10-00146,-1,D4,2010-05-04
07-00640,-1,D5,2007-09-24
16-00776,-1,D8,2016-11-18
10-00163,-1,D4,2010-05-10
08-00021,107,D5,2008-01-17
08-00029,107,D5,2008-01-17
09-00072,108,D5,2009-02-09
08-00668,108,D5,2008-07-14
08-00607,108,D5,2008-06-24
08-00583,108,D5,2008-06-16
08-00566,108,D5,2008-06-12
08-00577,108,D5,2008-06-12
08-00553,108,D5,2008-06-10
08-00538,108,D5,2008-06-05
08-00523,108,D5,2008-05-29
08-00522,108,D5,2008-05-27
08-00467,108,D5,2008-05-16
08-00460,108,D5,2008-05-15
08-00458,108,D5,2008-05-15
08-00459,108,D5,2008-05-14
08-00452,108,D5,2008-05-14
08-00453,108,D5,2008-05-14
08-00441,108,D5,2008-05-09
08-00402,108,D5,2008-05-06
08-00380,108,D5,2008-05-05
08-00381,108,D5,2008-05-05
08-00377,108,D5,2008-05-05
08-00379,108,D5,2008-05-04
08-00374,108,D5,2008-05-03
08-00378,108,D5,2008-05-02
08-00370,108,D5,2008-04-30
08-00356,108,D5,2008-04-28
08-00341,108,D5,2008-04-26
08-00343,108,D5,2008-04-26
08-00366,108,D5,2008-04-25
08-00342,108,D5,2008-04-25
08-00339,108,D5,2008-04-25
08-00351,108,D5,2008-04-25
08-00331,108,D5,2008-04-24
08-00329,108,D5,2008-04-24
08-00316,108,D5,2008-04-24
08-00332,108,D5,2008-04-24
08-00340,108,D5,2008-04-24
08-00328,108,D5,2008-04-24
08-00327,108,D5,2008-04-24
08-00330,108,D5,2008-04-24
08-00344,108,D5,2008-04-23
08-00303,108,D5,2008-04-22
08-00304,108,D5,2008-04-22
08-00337,108,D5,2008-04-21
08-00279,108,D5,2008-04-21
08-00319,108,D5,2008-04-21
08-00323,108,D5,2008-04-21
08-00322,108,D5,2008-04-21
08-00311,108,D5,2008-04-21
08-00294,108,D5,2008-04-19
08-00300,108,D5,2008-04-19
08-00272,108,D5,2008-04-18
08-00276,108,D5,2008-04-18
08-00362,108,D5,2008-04-18
08-00295,108,D5,2008-04-18
08-00282,108,D5,2008-04-18
08-00278,108,D5,2008-04-18
08-00299,108,D5,2008-04-18
08-00281,108,D5,2008-04-18
08-00271,108,D5,2008-04-17
08-00250,108,D5,2008-04-17
08-00259,108,D5,2008-04-17
08-00254,108,D5,2008-04-16
08-00277,108,D5,2008-04-16
08-00252,108,D5,2008-04-15
08-00258,108,D5,2008-04-15
08-00263,108,D5,2008-04-15
08-00255,108,D5,2008-04-15
08-00257,108,D5,2008-04-14
08-00227,108,D5,2008-04-10
08-00237,108,D5,2008-04-09
08-00235,108,D5,2008-04-09
08-00220,108,D5,2008-04-09
08-00221,108,D5,2008-04-08
08-00216,108,D5,2008-04-07
08-00211,108,D5,2008-04-05
08-00203,108,D5,2008-04-04
08-00210,108,D5,2008-04-04
08-00202,108,D5,2008-04-04
08-00209,108,D5,2008-04-04
08-00201,108,D5,2008-04-04
08-00207,108,D5,2008-04-04
08-00198,108,D5,2008-04-03
08-00199,108,D5,2008-04-03
08-00193,108,D5,2008-04-02
08-00196,108,D5,2008-04-02
08-00204,108,D5,2008-04-02
08-00195,108,D5,2008-04-02
08-00208,108,D5,2008-04-02
08-00200,108,D5,2008-04-01
08-00192,108,D5,2008-03-31
08-00188,108,D5,2008-03-31
08-00190,108,D5,2008-03-31
08-00189,108,D5,2008-03-31
08-00183,108,D5,2008-03-28
08-00179,108,D5,2008-03-28
08-00182,108,D5,2008-03-28
08-00176,108,D5,2008-03-28
08-00181,108,D5,2008-03-28
08-00174,108,D5,2008-03-25
08-00171,108,D5,2008-03-25
08-00173,108,D5,2008-03-23
08-00166,108,D5,2008-03-21
08-00165,108,D5,2008-03-21
08-00163,108,D5,2008-03-20
08-00168,108,D5,2008-03-20
08-00169,108,D5,2008-03-20
08-00167,108,D5,2008-03-20
08-00162,108,D5,2008-03-20
08-00158,108,D5,2008-03-19
08-00157,108,D5,2008-03-18
08-00155,108,D5,2008-03-17
08-00140,108,D5,2008-03-13
08-00138,108,D5,2008-03-12
08-00144,108,D5,2008-03-12
08-00139,108,D5,2008-03-12
08-00137,108,D5,2008-03-12
08-00133,108,D5,2008-03-12
08-00136,108,D5,2008-03-10
08-00125,108,D5,2008-03-07
08-00126,108,D5,2008-03-07
08-00124,108,D5,2008-03-06
08-00116,108,D5,2008-03-04
08-00117,108,D5,2008-03-04
08-00107,108,D5,2008-03-04
08-00121,108,D5,2008-03-03
08-00120,108,D5,2008-03-03
08-00098,108,D5,2008-02-28
08-00089,108,D5,2008-02-22
08-00083,108,D5,2008-02-21
08-00079,108,D5,2008-02-18
08-00077,108,D5,2008-02-15
08-00062,108,D5,2008-02-08
08-00061,108,D5,2008-02-07
08-00056,108,D5,2008-02-06
08-00049,108,D5,2008-01-30
08-00050,108,D5,2008-01-29
08-00051,108,D5,2008-01-29
08-00030,108,D5,2008-01-21
08-00020,108,D5,2008-01-18
08-00027,108,D5,2008-01-18
08-00026,108,D5,2008-01-18
13-00075,-1,D8,2013-03-07
10-00174,-1,D4,2010-05-11
13-00080,109,D8,2013-03-08
13-00073,109,D8,2013-03-08
10-00180,-1,D4,2010-05-12
13-00072,-1,D8,2013-03-11
10-00192,-1,D4,2010-05-20
13-00076,-1,D8,2013-03-12
10-00195,110,D4,2010-05-25
10-00196,110,D4,2010-05-25
13-00182,111,D4,2013-04-28
13-00181,111,D4,2013-04-27
13-00151,111,D4,2013-04-19
13-00123,111,D4,2013-04-06
13-00100,111,D4,2013-04-03
12-00383,111,D4,2012-12-06
12-00381,111,D4,2012-11-23
12-00200,111,D4,2012-05-31
12-00201,111,D4,2012-05-31
12-00190,111,D4,2012-05-21
12-00189,111,D4,2012-05-21
12-00192,111,D4,2012-05-20
12-00184,111,D4,2012-05-18
12-00144,111,D4,2012-05-11
12-00132,111,D4,2012-05-09
12-00124,111,D4,2012-05-04
12-00127,111,D4,2012-05-04
12-00125,111,D4,2012-05-04
12-00126,111,D4,2012-05-04
12-00115,111,D4,2012-04-30
12-00101,111,D4,2012-04-23
12-00099,111,D4,2012-04-20
12-00098,111,D4,2012-04-20
12-00079,111,D4,2012-04-13
11-00819,111,D4,2011-09-07
11-00774,111,D4,2011-08-07
11-00715,111,D4,2011-07-05
11-00704,111,D4,2011-07-04
11-00654,111,D4,2011-06-17
11-00664,111,D4,2011-06-15
11-00665,111,D4,2011-06-15
11-00634,111,D4,2011-06-14
11-00630,111,D4,2011-06-10
11-00647,111,D4,2011-06-08
11-00593,111,D4,2011-05-31
11-00613,111,D4,2011-05-30
11-00646,111,D4,2011-05-27
11-00580,111,D4,2011-05-27
11-00583,111,D4,2011-05-27
11-00585,111,D4,2011-05-27
11-00582,111,D4,2011-05-27
11-00584,111,D4,2011-05-27
11-00551,111,D4,2011-05-26
11-00552,111,D4,2011-05-26
11-00549,111,D4,2011-05-25
11-00542,111,D4,2011-05-24
11-00548,111,D4,2011-05-23
11-00504,111,D4,2011-05-18
11-00510,111,D4,2011-05-18
11-00512,111,D4,2011-05-18
11-00511,111,D4,2011-05-18
11-00494,111,D4,2011-05-17
11-00496,111,D4,2011-05-17
11-00484,111,D4,2011-05-17
11-00499,111,D4,2011-05-17
11-00498,111,D4,2011-05-17
11-00531,111,D4,2011-05-16
11-00480,111,D4,2011-05-16
11-00479,111,D4,2011-05-13
11-00462,111,D4,2011-05-13
11-00454,111,D4,2011-05-11
11-00442,111,D4,2011-05-10
11-00450,111,D4,2011-05-10
11-00440,111,D4,2011-05-09
11-00432,111,D4,2011-05-06
11-00434,111,D4,2011-05-06
11-00422,111,D4,2011-05-04
11-00414,111,D4,2011-05-04
11-00412,111,D4,2011-05-04
11-00418,111,D4,2011-05-04
11-00419,111,D4,2011-05-04
11-00411,111,D4,2011-05-04
11-00413,111,D4,2011-05-04
11-00416,111,D4,2011-05-04
11-00421,111,D4,2011-05-04
11-00396,111,D4,2011-05-03
11-00398,111,D4,2011-04-27
11-00363,111,D4,2011-04-27
11-00362,111,D4,2011-04-27
11-00355,111,D4,2011-04-22
11-00352,111,D4,2011-04-21
11-00346,111,D4,2011-04-21
11-00351,111,D4,2011-04-20
11-00335,111,D4,2011-04-19
11-00333,111,D4,2011-04-19
11-00334,111,D4,2011-04-19
11-00404,111,D4,2011-04-18
11-00327,111,D4,2011-04-18
11-00324,111,D4,2011-04-14
11-00316,111,D4,2011-04-12
11-00305,111,D4,2011-04-12
11-00317,111,D4,2011-04-12
11-00299,111,D4,2011-04-08
11-00294,111,D4,2011-04-08
11-00303,111,D4,2011-04-08
11-00288,111,D4,2011-04-07
11-00287,111,D4,2011-04-07
11-00277,111,D4,2011-04-07
11-00276,111,D4,2011-04-07
11-00275,111,D4,2011-04-07
11-00279,111,D4,2011-04-06
11-00271,111,D4,2011-04-05
11-00274,111,D4,2011-04-05
11-00269,111,D4,2011-04-05
11-00267,111,D4,2011-04-04
11-00268,111,D4,2011-04-04
11-00240,111,D4,2011-03-29
11-00244,111,D4,2011-03-28
11-00239,111,D4,2011-03-28
11-00241,111,D4,2011-03-28
11-00248,111,D4,2011-03-28
11-00255,111,D4,2011-03-26
11-00238,111,D4,2011-03-25
11-00254,111,D4,2011-03-25
11-00232,111,D4,2011-03-23
11-00228,111,D4,2011-03-22
11-00231,111,D4,2011-03-22
11-00222,111,D4,2011-03-21
11-00210,111,D4,2011-03-17
11-00206,111,D4,2011-03-17
11-00224,111,D4,2011-03-14
11-00193,111,D4,2011-03-13
11-00187,111,D4,2011-03-10
11-00182,111,D4,2011-03-09
11-00181,111,D4,2011-03-09
11-00183,111,D4,2011-03-09
11-00196,111,D4,2011-03-08
11-00195,111,D4,2011-03-07
11-00152,111,D4,2011-03-02
11-00151,111,D4,2011-03-02
11-00167,111,D4,2011-02-25
11-00168,111,D4,2011-02-24
11-00166,111,D4,2011-02-24
11-00140,111,D4,2011-02-24
11-00126,111,D4,2011-02-22
11-00109,111,D4,2011-02-21
11-00139,111,D4,2011-02-19
11-00138,111,D4,2011-02-19
11-00112,111,D4,2011-02-18
11-00086,111,D4,2011-02-15
11-00099,111,D4,2011-02-14
11-00165,111,D4,2011-02-10
11-00077,111,D4,2011-02-10
11-00069,111,D4,2011-02-09
11-00070,111,D4,2011-02-09
11-00094,111,D4,2011-02-08
11-00164,111,D4,2011-02-07
11-00044,111,D4,2011-02-03
11-00093,111,D4,2011-02-03
11-00043,111,D4,2011-02-02
11-00092,111,D4,2011-01-31
11-00091,111,D4,2011-01-31
11-00090,111,D4,2011-01-28
11-00088,111,D4,2011-01-28
11-00089,111,D4,2011-01-28
11-00019,111,D4,2011-01-20
11-00020,111,D4,2011-01-20
10-00430,111,D4,2010-09-28
10-00428,111,D4,2010-09-24
10-00425,111,D4,2010-09-23
10-00423,111,D4,2010-09-23
10-00424,111,D4,2010-09-23
10-00413,111,D4,2010-09-14
10-00389,111,D4,2010-08-27
10-00385,111,D4,2010-08-25
10-00386,111,D4,2010-08-25
10-00377,111,D4,2010-08-23
10-00380,111,D4,2010-08-22
10-00381,111,D4,2010-08-22
10-00379,111,D4,2010-08-22
10-00368,111,D4,2010-08-19
10-00366,111,D4,2010-08-16
10-00354,111,D4,2010-08-05
10-00349,111,D4,2010-07-27
10-00346,111,D4,2010-07-27
10-00345,111,D4,2010-07-26
10-00258,111,D4,2010-06-15
10-00250,111,D4,2010-06-10
10-00244,111,D4,2010-06-08
10-00225,111,D4,2010-06-08
10-00212,111,D4,2010-05-31
10-00208,111,D4,2010-05-27
10-00211,111,D4,2010-05-27
10-00197,111,D4,2010-05-25
13-00078,-1,D8,2013-03-15
13-00086,-1,D8,2013-03-21
13-00093,-1,D8,2013-03-26
13-00092,-1,D8,2013-03-28
13-00104,112,D8,2013-04-02
13-00102,112,D8,2013-04-02
13-00103,112,D8,2013-04-02
13-00101,112,D8,2013-04-02
13-00095,-1,D8,2013-04-02
13-00108,-1,D8,2013-04-04
13-00115,-1,D8,2013-04-08
13-00122,-1,D8,2013-04-10
13-00135,113,D8,2013-04-12
13-00130,113,D8,2013-04-12
13-00132,114,D8,2013-04-15
13-00134,114,D8,2013-04-15
13-00133,114,D8,2013-04-15
13-00129,114,D8,2013-04-15
13-00136,-1,D8,2013-04-15
13-00139,-1,D8,2013-04-16
13-00144,-1,D8,2013-04-18
13-00157,-1,D8,2013-04-19
13-00149,115,D8,2013-04-22
13-00161,115,D8,2013-04-22
13-00160,116,D8,2013-04-23
13-00162,116,D8,2013-04-23
13-00163,116,D8,2013-04-23
13-00166,116,D8,2013-04-23
13-00164,-1,D8,2013-04-23
13-00173,-1,D8,2013-04-24
13-00169,117,D8,2013-04-25
13-00170,117,D8,2013-04-25
13-00192,118,D8,2013-04-26
13-00177,118,D8,2013-04-26
13-00193,-1,D8,2013-04-26
13-00197,119,D8,2013-04-27
13-00203,119,D8,2013-04-27
13-00187,120,D8,2013-04-29
13-00186,120,D8,2013-04-29
13-00189,121,D8,2013-04-30
13-00198,121,D8,2013-04-30
13-00200,122,D8,2013-05-02
13-00199,122,D8,2013-05-02
13-00208,123,D8,2013-05-03
13-00202,123,D8,2013-05-03
13-00211,-1,D8,2013-05-04
13-00215,124,D8,2013-05-06
13-00217,124,D8,2013-05-06
13-00212,-1,D8,2013-05-06
13-00214,125,D8,2013-05-07
13-00209,125,D8,2013-05-07
13-00213,-1,D8,2013-05-07
13-00223,-1,D8,2013-05-08
13-00226,126,D8,2013-05-09
13-00222,126,D8,2013-05-09
13-00230,127,D8,2013-05-13
13-00228,127,D8,2013-05-13
13-00247,128,D8,2013-05-15
13-00250,128,D8,2013-05-15
13-00259,128,D8,2013-05-15
13-00251,128,D8,2013-05-15
13-00249,-1,D8,2013-05-15
13-00248,129,D8,2013-05-16
13-00262,129,D8,2013-05-16
13-00263,129,D8,2013-05-16
13-00258,129,D8,2013-05-16
13-00257,130,D8,2013-05-16
13-00260,130,D8,2013-05-16
13-00301,-1,D8,2013-05-17
13-00305,131,D8,2013-05-18
13-00307,131,D8,2013-05-18
13-00306,132,D8,2013-05-19
13-00302,132,D8,2013-05-19
13-00304,-1,D8,2013-05-20
13-00297,133,D8,2013-05-21
13-00318,133,D8,2013-05-21
13-00320,-1,D8,2013-05-21
13-00315,-1,D8,2013-05-22
13-00341,134,D8,2013-05-23
13-00332,134,D8,2013-05-23
13-00329,134,D8,2013-05-23
13-00339,134,D8,2013-05-23
13-00330,-1,D8,2013-05-24
13-00351,135,D8,2013-05-27
13-00338,135,D8,2013-05-27
13-00340,-1,D8,2013-05-27
13-00371,136,D8,2013-05-28
13-00342,136,D8,2013-05-28
13-00372,137,D8,2013-05-29
13-00350,137,D8,2013-05-29
13-00349,137,D8,2013-05-29
13-00360,137,D8,2013-05-29
13-00369,-1,D8,2013-05-29
13-00355,138,D8,2013-05-30
13-00361,138,D8,2013-05-30
13-00362,138,D8,2013-05-30
13-00354,138,D8,2013-05-30
13-00366,139,D8,2013-05-31
13-00373,139,D8,2013-05-31
13-00365,-1,D8,2013-05-31
13-00379,-1,D8,2013-06-02
13-00381,140,D8,2013-06-03
13-00377,140,D8,2013-06-03
13-00382,140,D8,2013-06-03
13-00388,140,D8,2013-06-03
13-00374,141,D8,2013-06-03
13-00432,141,D8,2013-06-03
24-00437,142,D8,2024-03-15
23-00392,142,D8,2023-05-31
23-00303,142,D8,2023-05-12
23-00277,142,D8,2023-04-26
23-00276,142,D8,2023-04-26
23-00229,142,D8,2023-04-14
17-01023,142,D8,2017-08-31
16-00655,142,D8,2016-09-27
16-00613,142,D8,2016-09-16
16-00584,142,D8,2016-08-31
16-00574,142,D8,2016-08-28
16-00567,142,D8,2016-08-17
16-00566,142,D8,2016-08-17
16-00544,142,D8,2016-08-10
16-00528,142,D8,2016-08-08
16-00519,142,D8,2016-08-03
16-00522,142,D8,2016-08-03
16-00508,142,D8,2016-08-01
16-00509,142,D8,2016-08-01
16-00516,142,D8,2016-07-29
16-00517,142,D8,2016-07-29
16-00495,142,D8,2016-07-27
16-00479,142,D8,2016-07-23
16-00481,142,D8,2016-07-23
16-00478,142,D8,2016-07-22
16-00444,142,D8,2016-07-08
16-00440,142,D8,2016-07-06
16-00436,142,D8,2016-07-05
16-00428,142,D8,2016-07-02
16-00420,142,D8,2016-06-28
16-00418,142,D8,2016-06-27
16-00421,142,D8,2016-06-27
16-00407,142,D8,2016-06-26
16-00409,142,D8,2016-06-26
16-00429,142,D8,2016-06-22
16-00381,142,D8,2016-06-18
16-00383,142,D8,2016-06-17
16-00382,142,D8,2016-06-17
16-00402,142,D8,2016-06-17
16-00403,142,D8,2016-06-17
16-00371,142,D8,2016-06-16
16-00392,142,D8,2016-06-16
16-00046,142,D8,2016-02-06
16-00045,142,D8,2016-02-06
15-00733,142,D8,2015-03-25
14-00052,142,D8,2014-02-12
14-00055,142,D8,2014-02-08
13-00855,142,D8,2013-11-22
13-00841,142,D8,2013-11-20
13-00808,142,D8,2013-10-29
13-00772,142,D8,2013-10-20
13-00763,142,D8,2013-10-02
13-00744,142,D8,2013-10-01
13-00764,142,D8,2013-10-01
13-00742,142,D8,2013-10-01
13-00743,142,D8,2013-09-30
13-00733,142,D8,2013-09-24
13-00720,142,D8,2013-09-23
13-00721,142,D8,2013-09-20
13-00709,142,D8,2013-09-20
13-00711,142,D8,2013-09-19
13-00697,142,D8,2013-09-16
13-00704,142,D8,2013-09-16
13-00708,142,D8,2013-09-11
13-00696,142,D8,2013-09-10
13-00701,142,D8,2013-09-09
13-00700,142,D8,2013-09-09
13-00683,142,D8,2013-09-04
13-00689,142,D8,2013-08-31
13-00698,142,D8,2013-08-25
13-00667,142,D8,2013-08-20
13-00661,142,D8,2013-08-16
13-00645,142,D8,2013-08-09
13-00643,142,D8,2013-08-09
13-00633,142,D8,2013-08-05
13-00634,142,D8,2013-08-05
13-00624,142,D8,2013-07-26
13-00616,142,D8,2013-07-25
13-00619,142,D8,2013-07-24
13-00599,142,D8,2013-07-23
13-00605,142,D8,2013-07-20
13-00597,142,D8,2013-07-19
13-00567,142,D8,2013-07-11
13-00566,142,D8,2013-07-10
13-00534,142,D8,2013-07-04
13-00532,142,D8,2013-07-03
13-00522,142,D8,2013-07-02
13-00521,142,D8,2013-07-02
13-00523,142,D8,2013-07-02
13-00524,142,D8,2013-07-02
13-00551,142,D8,2013-07-01
13-00489,142,D8,2013-06-28
13-00490,142,D8,2013-06-28
13-00491,142,D8,2013-06-27
13-00482,142,D8,2013-06-26
13-00470,142,D8,2013-06-25
13-00479,142,D8,2013-06-25
13-00475,142,D8,2013-06-24
13-00466,142,D8,2013-06-23
13-00467,142,D8,2013-06-23
13-00468,142,D8,2013-06-21
13-00460,142,D8,2013-06-20
13-00454,142,D8,2013-06-19
13-00447,142,D8,2013-06-17
13-00442,142,D8,2013-06-17
13-00455,142,D8,2013-06-17
13-00426,142,D8,2013-06-14
13-00437,142,D8,2013-06-14
13-00429,142,D8,2013-06-13
13-00421,142,D8,2013-06-13
13-00453,142,D8,2013-06-13
13-00424,142,D8,2013-06-12
13-00422,142,D8,2013-06-12
13-00425,142,D8,2013-06-12
13-00423,142,D8,2013-06-12
13-00412,142,D8,2013-06-11
13-00416,142,D8,2013-06-11
13-00413,142,D8,2013-06-10
13-00414,142,D8,2013-06-10
13-00438,142,D8,2013-06-10
13-00399,142,D8,2013-06-10
13-00433,142,D8,2013-06-10
13-00403,142,D8,2013-06-10
13-00439,142,D8,2013-06-09
13-00398,142,D8,2013-06-08
13-00391,142,D8,2013-06-07
13-00393,142,D8,2013-06-07
13-00409,142,D8,2013-06-07
13-00406,142,D8,2013-06-07
13-00405,142,D8,2013-06-07
13-00396,142,D8,2013-06-06
13-00389,142,D8,2013-06-05
13-00385,142,D8,2013-06-05
13-00383,142,D8,2013-06-05
13-00418,142,D8,2013-06-04
13-00419,142,D8,2013-06-04
