SequenceName	type	date
17-00581	D8	2017-05-08
17-00585	B3	2017-05-08
17-00602	B3	2017-05-05
17-00612	B3	2017-05-12
17-00616	D8	2017-05-11
17-00618	B3	2017-05-11
17-00626	B3	2017-05-08
17-00631	B3	2017-05-11
17-00632	B3	2017-05-10
17-00650	B3	2017-05-17
17-00655	B3	2017-05-15
17-00658	B3	2017-05-19
17-00659	B3	2017-04-20
17-00662	B3	2017-05-22
17-00665	B3	2017-05-23
17-00671	B3	2017-05-23
17-00675	B3	2017-05-23
17-00686	B3	2017-05-26
17-00688	B3	2017-05-29
17-00690	B3	2017-05-29
17-00698	B3	2017-05-29
17-00700	B3	2017-05-29
17-00710	B3	2017-05-31
17-00716	B3	2017-05-31
17-00717	B3	2017-05-31
17-00719	B3	2017-05-29
17-00720	B3	2017-05-31
17-00727	B3	2017-06-02
17-00730	B3	2017-05-30
17-00733	B3	2017-06-01
17-00737	B3	2017-05-31
17-00742	B3	2017-06-07
17-00749	D8	2017-06-05
17-00770	B3	2017-06-07
17-00812	B3	2017-06-13
17-00825	D8	2017-03-25
17-00830	B3	2017-06-19
17-00841	B3	2017-06-07
17-00895	D8	2017-07-10
17-00902	B3	2017-07-11
17-00909	B3	2017-07-13
17-00912	B3	2017-07-17
17-00913	B3	2017-07-19
17-00922	B3	2017-07-24
17-00928	B3	2017-07-27
17-00929	B3	2017-07-27
17-00931	B3	2017-07-27
17-00933	B3	2017-07-29
17-00934	B3	2017-07-28
17-00937	B3	2017-07-31
17-00938	B3	2017-07-28
17-00942	B3	2017-08-03
17-00944	B3	2017-08-02
17-00951	B3	2017-08-03
17-00960	B3	2017-08-04
17-00961	B3	2017-08-07
17-00962	B3	2017-08-09
17-00963	B3	2017-08-09
17-00965	B3	2017-07-31
17-00966	B3	2017-07-31
17-00967	B3	2017-08-04
17-00969	B3	2017-08-08
17-00981	B3	2017-08-10
17-00983	D8	2017-08-14
17-00986	B3	2017-08-16
17-00987	B3	2017-08-16
17-00988	B3	2017-08-14
17-00992	B3	2017-08-18
17-00995	D8	2017-08-10
17-00999	B3	2017-08-09
17-01000	B3	2017-08-11
17-01006	D8	2017-08-24
17-01021	B3	2017-08-28
17-01023	D8	2017-08-31
17-01024	B3	2017-08-31
17-01027	D8	2017-09-04
17-01029	D8	2017-09-04
17-01031	B3	2017-09-01
17-01032	B3	2017-09-05
17-01038	B3	2017-09-06
17-01041	B3	2017-09-06
17-01054	D8	2017-09-08
17-01071	D8	2017-09-26
17-01079	B3	2017-09-28
17-01148	D8	2017-10-26
17-01216	B3	2017-11-20
17-01217	B3	2017-11-20
17-01221	D8	2017-11-22
17-01263	D8	2017-12-01
17-01267	B3	2017-12-06
17-01272	B3	2017-11-29
17-01273	B3	2017-11-29
17-01277	B3	2017-12-13
17-01302	B3	2017-12-27
18-00001	B3	2017-12-28
18-00003	B3	2017-12-29
18-00004	B3	2017-12-27
18-00005	B3	2018-01-02
18-00013	D8	2018-01-03
18-00015	B3	2018-01-03
18-00030	B3	2018-01-10
18-00031	B3	2018-01-10
18-00038	B3	2018-01-16
18-00040	B3	2018-01-10
18-00047	D8	2018-01-19
18-00063	B3	2018-01-25
18-00068	D8	2018-01-19
18-00069	D8	2018-01-19
18-00086	D8	2018-02-01
18-00088	D8	2018-02-01
18-00090	B3	2018-01-31
18-00093	B3	2018-02-05
18-00097	B3	2018-02-07
18-00117	B3	2018-02-16
18-00118	B3	2018-02-15
18-00119	B3	2018-02-12
18-00124	B3	2018-02-22
18-00143	B3	2018-03-02
18-00147	B3	2018-03-08
18-00149	B3	2018-03-06
18-00151	B3	2018-03-08
18-00152	B3	2018-03-08
18-00156	B3	2018-03-09
18-00159	B3	2018-03-09
18-00166	B3	2018-03-07
18-00168	B3	2018-03-08
18-00170	B3	2018-03-15
18-00173	B3	2018-03-17
18-00177	D8	2018-03-20
18-00181	D8	2018-03-22
18-00183	B3	2018-03-22
18-00186	D8	2018-03-22
18-00187	D8	2018-03-20
18-00201	B3	2018-03-27
18-00211	D8	2018-03-30
18-00212	D8	2018-03-30
18-00213	D8	2018-03-30
18-00214	D8	2018-03-30
18-00217	D8	2018-03-28
18-00218	D8	2018-04-04
18-00219	D8	2018-04-04
18-00220	D8	2018-04-04
18-00221	B3	2018-04-05
18-00222	D8	2018-04-03
18-00223	B3	2018-04-04
18-00226	B3	2018-03-28
18-00230	B3	2018-04-04
18-00231	D8	2018-04-03
18-00233	D8	2018-04-09
18-00235	B3	2018-04-09
18-00236	B3	2018-04-09
18-00237	D8	2018-04-08
18-00252	D8	2018-04-09
18-00255	B3	2018-04-12
18-00259	B3	2018-04-12
18-00260	D8	2018-04-15
18-00263	D8	2018-04-16
18-00264	D8	2018-04-13
18-00265	B3	2018-04-16
18-00266	B3	2018-04-16
18-00268	D8	2018-04-16
18-00269	D8	2018-04-16
18-00278	D8	2018-04-19
18-00284	D8	2018-04-17
18-00286	B3	2018-04-22
18-00287	B3	2018-04-17
18-00288	B3	2018-04-20
18-00292	B3	2018-04-22
18-00296	B3	2018-04-23
18-00297	D8	2018-04-20
18-00298	B3	2018-04-25
18-00299	D8	2018-04-25
18-00312	B3	2018-04-25
18-00313	D8	2018-04-19
18-00314	B3	2018-04-20
18-00330	D8	2018-04-26
18-00332	D8	2018-04-25
18-00343	D8	2018-04-26
18-00344	B3	2018-04-26
18-00347	D8	2018-04-26
18-00348	D8	2018-04-26
18-00349	B3	2018-04-30
18-00352	D8	2018-04-03
18-00369	D8	2018-05-04
18-00371	D8	2018-05-03
18-00372	B3	2018-05-04
18-00373	B3	2018-05-04
18-00376	D8	2018-05-03
18-00377	D8	2018-05-04
18-00378	B3	2018-05-07
18-00379	B3	2018-05-07
18-00384	D8	2018-05-09
18-00388	D8	2018-05-08
18-00390	D8	2018-05-08
18-00395	B3	2018-05-08
18-00396	B3	2018-05-11
18-00397	D8	2018-05-14
18-00401	B3	2018-05-11
18-00402	B3	2018-05-11
18-00408	D8	2018-05-15
18-00413	D8	2018-05-17
18-00416	D8	2018-05-16
18-00431	D8	2018-05-19
18-00432	D8	2018-05-22
18-00433	D8	2018-05-19
18-00434	D8	2018-05-19
18-00449	D8	2018-05-22
18-00450	D8	2018-05-22
18-00460	D8	2018-05-25
18-00462	B3	2018-05-28
18-00476	D8	2018-06-01
18-00482	B3	2018-05-30
18-00484	D8	2018-06-06
18-00485	D8	2018-06-06
18-00490	D8	2018-06-04
18-00493	D8	2018-06-04
18-00495	D8	2018-06-04
18-00499	D8	2018-06-05
18-00500	D8	2018-06-04
18-00510	D8	2018-06-08
18-00513	D8	2018-06-07
18-00528	D8	2018-06-11
18-00529	D8	2018-05-22
18-00548	D8	2018-06-15
18-00549	D8	2018-06-13
18-00562	D8	2018-06-19
18-00564	D8	2018-06-21
18-00566	D8	2018-06-19
18-00572	D8	2018-06-22
18-00573	D8	2018-06-22
18-00580	D8	2018-06-25
18-00581	D8	2018-06-25
18-00583	D8	2018-06-15
18-00584	D8	2018-06-15
18-00585	D8	2018-06-15
18-00587	D8	2018-06-26
18-00592	D8	2018-06-26
18-00604	D8	2018-07-02
18-00609	D8	2018-06-30
18-00611	D8	2018-07-02
18-00612	D8	2018-06-29
18-00617	D8	2018-07-03
18-00619	D8	2018-06-30
18-00625	D8	2018-07-02
18-00637	D8	2018-07-06
18-00638	D8	2018-07-09
18-00642	D8	2018-07-09
18-00654	B3	2018-07-11
18-00660	D8	2018-07-11
18-00664	B3	2018-07-08
18-00666	D8	2018-07-16
18-00668	D8	2018-07-12
18-00678	D8	2018-07-20
18-00682	D8	2018-07-18
18-00686	D8	2018-07-25
18-00689	D8	2018-07-23
18-00692	D8	2018-07-30
18-00697	D8	2018-08-02
18-00699	D8	2018-08-01
18-00703	D8	2018-07-26
18-00705	D8	2018-07-31
18-00706	D8	2018-07-31
18-00713	D8	2018-08-10
18-00717	D8	2018-08-15
18-00731	D8	2018-08-20
18-00734	D8	2018-08-08
18-00735	D8	2018-08-09
18-00737	D8	2018-08-20
18-00739	D8	2018-08-23
18-00754	D8	2018-09-03
18-00755	D8	2018-09-06
18-00757	D8	2018-09-05
18-00762	D8	2018-09-06
18-00764	B3	2018-09-05
18-00768	D8	2018-09-06
18-00770	D8	2018-09-07
18-00771	D8	2018-09-11
18-00779	D8	2018-09-12
18-00781	D8	2018-09-18
18-00784	D8	2018-09-14
18-00788	D8	2018-09-20
18-00798	D8	2018-09-18
18-00803	D8	2018-09-25
18-00804	D8	2018-09-21
18-00805	D8	2018-09-21
18-00857	D8	2018-10-11
18-00862	D8	2018-09-28
18-00865	D8	2018-10-19
18-00899	B3	2018-10-23
18-00901	D8	2018-10-26
18-00914	D8	2018-11-07
18-00943	D8	2018-11-18
18-00949	D8	2018-04-04
18-00950	D8	2018-04-13
18-00952	D8	2018-05-02
18-00953	D8	2018-04-27
18-00957	D8	2018-11-19
18-00965	B3	2018-11-13
18-00986	D8	2018-12-04
18-00993	D8	2018-12-11
18-00994	D8	2018-12-11
19-00010	D8	2018-12-27
19-00012	D8	2018-12-23
19-00022	D8	2019-01-03
19-00023	D8	2019-01-03
19-00025	D8	2019-01-07
19-00037	D8	2019-01-14
19-00041	B3	2019-01-11
19-00042	D8	2019-01-09
19-00045	D8	2019-01-16
19-00046	D8	2019-01-14
19-00050	D8	2019-01-17
19-00051	D8	2019-01-17
19-00052	D8	2019-01-17
19-00053	D8	2019-01-17
19-00054	D8	2019-01-17
19-00055	D8	2019-01-17
19-00056	B3	2019-01-16
19-00057	D8	2019-01-16
19-00060	D8	2019-01-21
19-00061	D8	2019-01-21
19-00062	D8	2019-01-17
19-00064	D8	2019-01-17
19-00068	D8	2019-01-23
19-00076	B3	2019-01-24
19-00083	D8	2019-01-26
19-00086	D8	2019-01-22
19-00090	D8	2019-01-30
19-00091	D8	2019-01-25
19-00092	D8	2019-01-31
19-00094	D8	2019-01-30
19-00097	D8	2019-01-15
19-00103	D8	2019-02-01
19-00106	B3	2019-01-29
19-00108	D8	2019-01-14
19-00109	D8	2019-01-16
19-00110	D8	2019-02-06
19-00116	D8	2019-02-05
19-00125	D8	2019-02-13
19-00134	D8	2019-02-15
19-00144	D8	2019-02-13
19-00147	D8	2019-02-11
19-00148	D8	2019-02-07
19-00149	D8	2019-02-07
19-00150	B3	2019-02-08
19-00151	D8	2019-02-18
19-00160	D8	2019-02-21
19-00163	B3	2019-02-20
19-00168	D8	2019-02-25
19-00169	D8	2019-02-25
19-00171	D8	2019-02-25
19-00172	D8	2019-02-20
19-00173	D8	2019-02-25
19-00193	D8	2019-02-26
19-00195	D8	2019-02-18
19-00196	D8	2019-02-28
19-00203	D8	2019-03-01
19-00204	D8	2019-03-04
19-00211	D8	2019-02-20
19-00212	D8	2019-02-22
19-00218	B3	2019-03-05
19-00219	D8	2019-03-06
19-00220	D8	2019-03-06
19-00222	D8	2019-03-06
19-00223	D8	2019-03-07
19-00225	D8	2019-03-06
19-00226	D8	2019-03-05
19-00228	D8	2019-03-05
19-00241	D8	2019-03-07
19-00243	D8	2019-03-04
19-00245	D8	2019-03-08
19-00253	D8	2019-03-11
19-00254	D8	2019-03-09
19-00255	D8	2019-03-09
19-00257	D8	2019-03-11
19-00263	B3	2019-03-13
19-00264	D8	2019-03-13
19-00265	B3	2019-03-13
19-00266	B3	2019-03-12
19-00272	D8	2019-03-14
19-00278	B3	2019-03-14
19-00281	D8	2019-03-12
19-00282	D8	2019-03-15
19-00286	D8	2019-03-15
19-00288	D8	2019-03-14
19-00295	D8	2019-03-05
19-00297	D8	2019-03-05
19-00298	D8	2019-03-05
19-00302	D8	2019-03-06
19-00303	D8	2019-03-06
19-00304	D8	2019-03-06
19-00305	D8	2019-03-06
19-00306	B3	2019-03-06
19-00307	D8	2019-03-11
19-00308	D8	2019-03-14
19-00309	D8	2019-03-14
19-00310	D8	2019-03-14
19-00312	B3	2019-02-06
19-00315	D8	2019-02-27
19-00316	D8	2019-03-18
19-00317	B3	2019-01-23
19-00318	B3	2019-01-30
19-00319	B3	2019-02-01
19-00320	B3	2019-02-07
19-00337	D8	2019-03-21
19-00342	B3	2019-01-29
19-00348	D8	2019-03-22
19-00349	D8	2019-03-22
19-00352	D8	2019-03-22
19-00353	D8	2019-03-22
19-00355	B3	2019-03-19
19-00361	D8	2019-03-25
19-00365	D8	2019-03-20
19-00366	D8	2019-03-26
19-00367	D8	2019-03-24
19-00369	D8	2019-03-26
19-00373	D8	2019-03-22
19-00374	D8	2019-03-27
19-00380	D8	2019-03-27
19-00382	D8	2019-03-28
19-00383	D8	2019-03-28
19-00389	B3	2019-03-29
19-00390	D8	2019-03-29
19-00393	D8	2019-03-28
19-00401	D8	2019-03-29
19-00402	D8	2019-03-29
19-00404	D8	2019-03-30
19-00408	D8	2019-03-28
19-00411	D8	2019-03-27
19-00453	B3	2019-04-05
19-00460	D8	2019-04-05
19-00461	D8	2019-04-01
19-00471	D8	2019-04-08
19-00477	D8	2019-04-08
19-00487	B3	2019-04-09
19-00492	D8	2019-04-11
19-00497	D8	2019-03-16
19-00498	D8	2019-03-18
19-00499	D8	2019-03-19
19-00500	D8	2019-03-19
19-00503	D8	2019-03-20
19-00504	D8	2019-03-28
19-00506	D8	2019-04-04
19-00509	D8	2019-04-12
19-00513	D8	2019-04-15
19-00517	D8	2019-04-11
19-00532	D8	2019-04-18
19-00565	D8	2019-04-25
19-00566	D8	2019-04-09
19-00573	D8	2019-04-26
19-00578	B3	2019-04-25
19-00580	D8	2019-04-18
19-00585	B3	2019-04-24
19-00586	D8	2019-05-02
19-00590	B3	2019-04-30
19-00592	B3	2019-04-30
19-00601	B3	2019-05-08
19-00604	D8	2019-05-06
19-00609	D8	2019-05-07
19-00613	D8	2019-05-10
19-00630	D8	2019-05-13
19-00643	D8	2019-05-15
19-00647	D8	2019-04-11
19-00648	D8	2019-04-15
19-00649	D8	2019-04-15
19-00650	D8	2019-04-17
19-00651	D8	2019-04-18
19-00653	B3	2019-04-25
19-00654	D8	2019-04-30
19-00656	D8	2019-04-29
19-00657	D8	2019-05-02
19-00658	D8	2019-05-09
19-00675	B3	2019-05-20
19-00677	D8	2019-05-21
19-00679	D8	2019-05-21
19-00688	D8	2019-05-27
19-00690	B3	2019-05-28
19-00705	D8	2019-05-30
19-00706	D8	2019-05-29
19-00721	D8	2019-06-03
19-00722	B3	2019-06-03
19-00726	D8	2019-06-02
19-00766	D8	2019-06-11
19-00793	D8	2019-03-21
19-00796	D8	2019-06-17
19-00810	D8	2019-06-25
19-00813	D8	2019-06-21
19-00817	D8	2019-06-21
19-00819	B3	2019-06-28
19-00820	D8	2019-06-28
19-00825	B3	2019-06-29
19-00833	B3	2019-07-03
19-00834	B3	2019-07-04
19-00836	B3	2019-07-04
19-00839	D8	2019-07-05
19-00846	B3	2019-07-09
19-00860	D8	2019-07-16
19-00861	D8	2019-07-12
19-00874	B3	2019-07-11
19-00888	D8	2019-07-25
19-00936	D8	2019-07-25
19-00965	D8	2019-08-06
19-00966	D8	2019-08-06
19-00967	B3	2019-08-06
19-00969	D8	2019-08-07
19-00971	D8	2019-08-07
19-00980	D8	2019-08-13
19-00986	B3	2019-08-19
19-00994	B3	2019-08-19
19-01000	B3	2019-08-21
19-01006	B3	2019-08-27
19-01010	B3	2019-08-18
19-01011	D8	2019-08-26
19-01014	D8	2019-09-04
19-01015	D8	2019-09-03
19-01024	D8	2019-08-30
19-01034	D8	2019-09-03
19-01035	D8	2019-09-09
19-01056	D8	2019-09-17
19-01090	D8	2019-09-25
19-01092	D8	2019-09-17
19-01093	D8	2019-09-23
19-01094	D8	2019-09-23
19-01095	D8	2019-09-25
19-01096	D8	2019-09-24
19-01181	D8	2019-10-28
19-01183	D8	2019-10-28
19-01229	D8	2019-11-12
19-01292	D8	2019-11-22
19-01293	D8	2019-11-25
19-01295	D8	2019-11-27
19-01296	D8	2019-12-02
19-01319	B3	2019-12-05
19-01352	C2	2019-12-11
20-00029	D8	2020-01-09
20-00032	B3	2020-01-10
20-00033	B3	2020-01-13
20-00034	B3	2020-01-13
20-00050	D8	2020-01-17
20-00077	D8	2020-01-22
20-00079	B3	2020-01-21
20-00085	D8	2020-01-23
20-00086	D8	2020-01-21
20-00087	D8	2020-01-22
20-00088	D8	2020-01-23
20-00097	D8	2020-01-24
20-00098	D8	2020-01-24
20-00119	D8	2020-02-03
20-00120	D8	2020-02-03
20-00121	B3	2020-02-01
20-00128	D8	2020-01-31
20-00148	D8	2020-02-13
20-00149	D8	2020-02-13
20-00150	D8	2020-02-13
20-00167	D8	2020-02-19
20-00187	D8	2020-02-24
20-00193	D8	2020-02-26
20-00194	D8	2020-02-26
20-00200	D8	2020-02-27
20-00206	D8	2020-03-03
20-00207	D8	2020-02-28
20-00209	D8	2020-03-04
20-00221	D8	2020-03-06
20-00223	D8	2020-02-27
20-00224	D8	2020-03-05
20-00225	D8	2020-03-04
20-00290	D8	2020-03-12
21-00372	B3	2021-09-24
21-00373	B3	2021-09-26
21-00374	B3	2021-09-22
21-00544	B3	2021-12-21
21-00545	B3	2021-12-23
22-00052	B3	2022-02-10
22-00073	B3	2022-02-17
22-00081	B3	2022-02-16
22-00085	B3	2022-02-24
22-00554	D8	2022-11-24
22-00571	D8	2022-12-08
23-00179	D8	2023-03-13
23-00184	B3	2023-03-20
23-00229	D8	2023-04-14
23-00231	B3	2023-04-05
23-00249	D8	2023-04-27
23-00273	D8	2023-05-04
23-00276	D8	2023-04-26
23-00277	D8	2023-04-26
23-00291	B3	2023-05-02
23-00302	D8	2023-05-12
23-00303	D8	2023-05-12
23-00304	D8	2023-05-16
23-00310	D8	2023-05-15
23-00325	D8	2023-05-13
23-00392	D8	2023-05-31
23-00474	B3	2023-07-03
23-00475	B3	2023-07-03
23-00506	D8	2023-07-11
23-00541	D8	2023-07-28
23-00548	B3	2023-07-31
23-00549	B3	2023-08-02
23-00550	B3	2023-08-03
23-00551	B3	2023-08-02
23-00569	B3	2023-08-09
23-00571	B3	2023-08-14
23-00577	B3	2023-08-15
23-00625	D8	2023-08-31
23-00650	D8	2023-09-13
23-00689	D8	2023-09-23
23-00690	D8	2023-09-23
23-00695	D8	2023-09-27
23-00731	D8	2023-10-16
23-00735	D8	2023-10-18
23-00738	D8	2023-10-19
23-00768	D8	2023-10-30
23-00770	D8	2023-10-24
23-00773	D8	2023-10-25
23-00796	B3	2023-11-10
23-00802	B3	2023-11-10
23-00826	D8	2023-11-21
23-00827	D8	2023-11-21
23-00830	D8	2023-11-23
23-00885	D8	2023-12-13
24-00037	D8	2024-01-09
24-00044	D8	2024-01-16
24-00067	D8	2024-01-12
24-00069	D8	2024-01-18
24-00070	D8	2024-01-18
24-00072	D8	2024-01-18
24-00073	D8	2024-01-18
24-00080	D8	2024-01-18
24-00090	D8	2024-01-22
24-00094	D8	2024-01-25
24-00095	D8	2024-01-25
24-00098	D8	2024-01-25
24-00102	D8	2024-01-24
24-00113	D8	2024-01-30
24-00119	D8	2024-01-31
24-00120	D8	2024-01-31
24-00122	D8	2024-01-30
24-00131	D8	2024-01-29
24-00140	D8	2024-02-05
24-00148	D8	2023-12-31
24-00157	B3	2024-02-05
24-00158	D8	2024-02-09
24-00159	D8	2024-02-09
24-00167	D8	2024-02-13
24-00172	D8	2024-02-13
24-00173	D8	2024-02-12
24-00175	D8	2024-02-08
24-00176	D8	2024-02-12
24-00177	D8	2024-02-14
24-00178	D8	2024-02-06
24-00179	D8	2024-02-06
24-00185	D8	2024-01-26
24-00189	D8	2024-02-15
24-00195	D8	2024-02-19
24-00196	D8	2024-02-19
24-00198	D8	2024-02-19
24-00199	D8	2024-02-19
24-00200	D8	2024-02-19
24-00207	D8	2024-02-15
24-00208	D8	2024-02-19
24-00215	D8	2024-02-20
24-00217	D8	2024-02-19
24-00220	D8	2024-02-13
24-00221	D8	2024-02-12
24-00222	D8	2024-02-12
24-00227	D8	2024-02-20
24-00233	B3	2024-02-23
24-00240	D8	2024-02-21
24-00243	B3	2024-02-24
24-00244	D8	2024-02-26
24-00270	D8	2024-02-29
24-00275	D8	2024-02-07
24-00276	D8	2024-01-29
24-00302	D8	2024-03-01
24-00308	D8	2024-03-11
24-00309	D8	2024-03-11
24-00319	D8	2024-03-11
24-00321	D8	2024-03-11
24-00333	D8	2024-03-06
24-00334	D8	2024-03-07
24-00335	D8	2024-02-22
24-00341	D8	2024-03-18
24-00369	B3	2024-03-20
24-00387	D8	2024-03-20
24-00393	D8	2024-03-22
24-00394	D8	2024-03-21
24-00403	D8	2024-03-28
24-00407	B3	2024-04-03
24-00412	D8	2024-03-16
24-00418	D8	2024-04-04
24-00432	D8	2024-04-05
24-00435	D8	2024-04-07
24-00437	D8	2024-03-15
24-00441	D8	2024-04-08
24-00443	D8	2024-04-09
24-00445	D8	2024-04-07
24-00446	D8	2024-04-10
24-00448	D8	2024-04-08
24-00449	D8	2024-04-08
24-00451	D8	2024-04-08
24-00452	D8	2024-04-08
24-00455	D8	2024-04-06
24-00460	D8	2024-04-12
24-00461	D8	2024-04-12
24-00472	D8	2024-04-09
24-00473	D8	2024-04-12
24-00479	D8	2024-04-16
24-00481	D8	2024-04-12
24-00497	D8	2024-04-17
24-00511	D8	2024-04-19
24-00516	D8	2024-04-18
24-00520	D8	2024-04-18
24-00525	D8	2024-04-22
24-00528	D8	2024-04-19
24-00530	D8	2024-04-18
24-00540	D8	2024-04-15
24-00542	D8	2024-04-24
24-00545	D8	2024-04-21
24-00546	D8	2024-04-21
24-00549	D8	2024-04-19
24-00567	D8	2024-04-24
24-00570	D8	2024-04-23
24-00574	D8	2024-01-31
24-00575	D8	2024-04-04
24-00577	D8	2024-04-28
24-00580	D8	2024-04-23
24-00581	D8	2024-04-26
24-00584	D8	2024-05-01
24-00586	D8	2024-04-30
24-00589	D8	2024-04-26
24-00591	D8	2024-05-03
24-00597	D8	2024-05-02
24-00598	D8	2024-05-04
24-00599	D8	2024-05-04
24-00614	D8	2024-05-08
24-00624	D8	2024-05-03
24-00630	D8	2024-05-08
24-00631	D8	2024-05-13
24-00633	D8	2024-05-08
24-00641	D8	2024-04-11
24-00642	D8	2024-04-29
24-00643	D8	2024-04-29
24-00650	D8	2024-05-16
24-00656	D8	2024-05-15
24-00657	D8	2024-05-12
24-00660	D8	2024-05-17
24-00669	D8	2024-05-16
24-00676	D8	2024-05-12
24-00677	D8	2024-05-14
24-00678	D8	2024-05-15
24-00679	D8	2024-05-14
24-00680	D8	2024-05-15
24-00681	D8	2024-05-15
24-00684	D8	2024-05-14
24-00688	D8	2024-05-24
24-00695	D8	2024-05-22
24-00696	D8	2024-05-22
24-00698	D8	2024-05-21
24-00700	D8	2024-05-22
24-00701	D8	2024-05-22
24-00705	D8	2024-05-14
24-00706	D8	2024-05-21
24-00714	D8	2024-05-24
24-00717	D8	2024-05-20
24-00718	D8	2024-05-29
24-00722	D8	2024-05-22
24-00726	D8	2024-05-24
24-00731	D8	2024-05-31
24-00735	D8	2024-06-03
24-00740	D8	2024-06-06
24-00742	D8	2024-06-05
24-00746	D8	2024-06-06
24-00747	D8	2024-06-06
24-00748	D8	2024-06-06
24-00758	D8	2024-06-01
24-00759	D8	2024-06-04
24-00760	D8	2024-06-11
24-00761	D8	2024-06-07
24-00786	D8	2024-06-05
24-00792	D8	2024-06-14
24-00795	B3	2024-06-11
24-00796	D8	2024-05-21
24-00805	D8	2024-06-12
24-00806	D8	2024-06-12
24-00807	D8	2024-06-13
24-00811	D8	2024-06-14
24-00812	D8	2024-06-14
24-00849	D8	2024-06-22
24-00854	B3	2024-06-26
24-00867	B3	2024-06-27
24-00875	D8	2024-07-01
24-00876	D8	2024-07-01
24-00878	D8	2024-07-02
24-00885	D8	2024-06-26
24-00886	D8	2024-06-30
24-00887	D8	2024-06-30
24-00888	D8	2024-06-30
24-00897	D8	2024-06-03
24-00903	D8	2024-07-04
24-00908	D8	2024-07-08
24-00915	D8	2024-07-05
24-00917	B3	2024-07-06
24-00919	D8	2024-06-13
24-00928	D8	2024-07-11
24-00929	D8	2024-07-11
24-00930	D8	2024-07-11
24-00933	B3	2024-07-15
24-00938	D8	2024-07-12
24-00943	D8	2024-07-18
24-00945	D8	2024-07-18
24-00946	D8	2024-07-18
24-00948	D8	2024-07-18
24-00950	D8	2024-07-18
24-00952	D8	2024-07-18
24-00953	D8	2024-07-17
24-00961	D8	2024-07-15
24-00965	D8	2024-07-17
24-00994	D8	2024-07-23
24-01002	B3	2024-07-19
24-01030	D8	2024-07-31
24-01031	D8	2024-07-30
24-01034	D8	2024-07-31
24-01052	D8	2024-08-09
24-01058	B3	2024-08-12
24-01060	D8	2024-08-09
24-01062	D8	2024-07-31
24-01063	D8	2024-07-31
24-01065	D8	2024-07-31
24-01066	D8	2024-07-31
24-01078	D8	2024-08-21
24-01081	D8	2024-08-21
24-01082	D8	2024-08-21
24-01086	D8	2024-08-21
24-01088	D8	2024-08-21
24-01089	D8	2024-08-21
24-01091	D8	2024-08-14
24-01093	D8	2024-08-20
24-01098	D8	2024-08-23
24-01101	D8	2024-08-27
24-01104	D8	2024-08-27
24-01110	D8	2024-08-27
24-01111	D8	2024-08-27
24-01112	D8	2024-08-27
24-01113	D8	2024-08-27
24-01114	D8	2024-08-27
24-01116	D8	2024-08-27
24-01117	D8	2024-08-27
24-01118	D8	2024-08-28
24-01119	D8	2024-08-28
24-01120	D8	2024-08-27
24-01121	D8	2024-08-26
24-01122	D8	2024-08-26
24-01124	D8	2024-08-27
24-01130	D8	2024-08-28
24-01133	D8	2024-09-02
24-01135	D8	2024-08-30
24-01136	D8	2024-08-30
24-01139	D8	2024-08-30
24-01140	D8	2024-08-30
24-01142	D8	2024-08-26
24-01146	D8	2024-09-02
24-01149	D8	2024-09-02
24-01150	D8	2024-08-27
24-01151	D8	2024-08-27
24-01163	D8	2024-09-05
